Entry No.,CPU Cores,Memory,Bandwidth,Hour1,Hour2,Day Start,Day End,Month Start,Month End,Year Start,Year End,Instances,,,,,
11428,2,2,128,0.23579047,0.395919656,4.442168815,5.445622139,840,319,602809,782221,2,,,,,
11429,8,16,256,0.279751148,0.558152861,1.632542356,20.65256565,226,326,410863,551085,2,,,,,
11430,4,16,32,0.167904368,0.420959611,8.819389803,16.92174878,318,165,326865,582829,6,,,,,
11431,8,4,256,0.113881256,0.70722976,18.79855172,16.21917092,384,486,258573,804550,8,,,,,
11432,8,2,32,0.199234818,0.857080768,2.122989924,3.773377438,66,272,95527,768621,2,,,,,
11433,2,8,64,0.09987048,0.165309603,4.383357862,7.952108066,301,161,594889,877448,6,,,,,
11434,2,16,256,0.234270568,0.160341232,20.15453272,1.150090984,279,249,99118,624734,8,,,,,
11435,8,16,64,0.30631528,0.529555221,12.01914051,19.97604726,648,836,421173,169665,6,,,,,
11436,2,16,64,0.216368078,0.385186855,14.94964939,23.12919848,436,367,799474,336179,8,,,,,
11437,2,8,512,0.229317977,0.13898542,7.281208292,26.32300338,501,343,494074,854710,4,,,,,
11438,8,8,16,0.38534215,0.422366723,11.05483912,15.15287545,76,802,663458,340611,2,,,,,
11439,8,4,64,0.064785693,0.809537873,20.25816574,27.74746923,219,1025,265978,660169,2,,,,,
11440,4,4,32,0.078868042,0.259012346,18.43407229,9.690281655,644,343,727030,381296,8,,,,,
11441,2,2,32,0.051893897,0.583117771,18.66815978,24.84945079,247,815,212089,866191,6,,,,,
11442,8,4,64,0.221193788,0.136393303,15.78201666,16.89502872,246,321,744682,72269,4,,,,,
11443,8,8,64,0.326204998,0.575329543,4.761991531,1.169681099,754,128,491907,760245,2,,,,,
11444,8,16,16,0.169570039,0.663682606,19.2072158,11.79560161,492,767,719082,774178,2,,,,,
11445,4,4,256,0.03304713,0.437099328,2.493743731,20.01593892,201,678,593538,22803,8,,,,,
11446,2,8,256,0.027459981,0.513292001,5.403542761,26.04183351,212,676,400356,568995,6,,,,,
11447,2,2,512,0.084496268,0.056527634,14.64312665,27.98267119,481,778,200217,627206,4,,,,,
11448,8,2,1024,0.261647852,0.522906142,16.46966801,6.952269873,347,476,250252,728582,6,,,,,
11449,8,8,256,0.110583521,0.066057163,20.19887182,11.47817624,793,334,381766,383057,2,,,,,
11450,4,2,512,0.101586937,0.182805805,7.40452589,20.18835293,125,775,594148,61907,4,,,,,
11451,2,2,32,0.3477889,0.846551581,9.028595009,6.744553827,626,185,473699,318434,6,,,,,
11452,4,16,32,0.031824022,0.054563177,17.83198952,20.8084635,90,435,613770,100147,6,,,,,
11453,8,8,256,0.111305266,0.102045023,11.35718755,4.863048445,640,533,214787,384135,4,,,,,
11454,2,2,1024,0.218417116,0.628335276,5.918581025,5.37008822,381,32,816640,41206,4,,,,,
11455,4,4,64,0.341796268,0.744858,12.63161147,24.06020077,522,913,89449,189200,2,,,,,
11456,2,4,64,0.275720606,0.851574335,3.357310772,22.5110191,147,819,433565,953819,4,,,,,
11457,2,8,256,0.203815557,0.495001796,10.80505701,13.40933126,652,736,73863,382348,6,,,,,
11458,4,16,64,0.154384642,0.625440035,6.130736778,1.474275609,904,781,743996,442348,8,,,,,
11459,4,2,64,0.171619907,0.382051094,14.42614312,2.21602327,505,45,286520,749583,4,,,,,
11460,8,4,128,0.148234295,0.804588684,14.80240131,7.372024505,592,184,229521,981272,6,,,,,
11461,4,4,64,0.302286368,0.517387901,3.301954523,4.906211977,708,229,698215,213068,2,,,,,
11462,8,16,128,0.057968864,0.607873095,15.67384952,6.869418253,589,88,695206,401363,6,,,,,
11463,8,8,1024,0.333888372,0.758083977,9.320773154,4.535205702,364,381,373960,767296,8,,,,,
11464,8,2,16,0.382972418,0.328747473,14.78763028,12.66327891,430,963,118046,367149,8,,,,,
11465,4,2,256,0.290406077,0.619731854,6.339140746,7.136958084,294,617,121351,129023,4,,,,,
11466,2,2,16,0.388278172,0.224625326,5.494318303,19.55733043,773,633,822212,901602,2,,,,,
11467,8,2,1024,0.136709154,0.87829977,14.96884945,5.739643979,902,532,747366,143256,6,,,,,
11468,4,4,64,0.195459843,0.323696467,2.462940713,17.79681409,900,951,366251,53506,8,,,,,
11469,8,8,128,0.080437632,0.53885153,6.240063667,2.902651368,570,578,317544,631115,4,,,,,
11470,2,16,512,0.241378622,0.858214461,7.002067245,10.11908236,730,212,379044,125632,6,,,,,
11471,4,2,16,0.126083602,0.264677533,12.80888254,14.94267039,480,734,693546,691089,4,,,,,
11472,4,16,32,0.06548315,0.56844283,20.57224549,28.08721319,823,403,711120,245964,4,,,,,
11473,8,8,512,0.231085411,0.547071282,17.06032807,13.54861599,422,980,481628,171310,2,,,,,
11474,8,8,1024,0.383007497,0.677725277,12.14605462,24.57699551,830,157,673419,944470,6,,,,,
11475,4,16,32,0.205465079,0.688171762,7.175807841,6.164168432,141,793,28291,584060,6,,,,,
11476,8,8,64,0.100334743,0.844510262,3.297630173,8.259528222,734,539,525285,473755,4,,,,,
11477,8,16,128,0.345420898,0.854839726,4.690390193,1.604903177,906,982,97326,307112,4,,,,,
11478,2,16,64,0.036181505,0.638637038,13.54964885,8.51757254,159,1004,756445,733417,2,,,,,
11479,8,4,32,0.309454348,0.576214887,16.71617049,6.004341597,667,723,619169,870554,6,,,,,
11480,2,2,1024,0.214411464,0.376945695,12.38859743,1.517683439,205,357,55948,238134,2,,,,,
11481,8,2,1024,0.332075845,0.291422428,13.69462961,21.77181565,244,550,260878,547561,8,,,,,
11482,4,2,128,0.191469537,0.894790879,20.00823884,9.425507004,423,385,696466,769100,4,,,,,
11483,4,16,512,0.196270656,0.893707762,15.7874036,21.66686442,615,951,290953,1058,8,,,,,
11484,4,2,64,0.372798192,0.11805952,13.98137368,23.60686838,76,518,330637,479550,2,,,,,
11485,4,16,32,0.398878431,0.43092458,12.73810636,15.59559109,101,356,401798,609356,6,,,,,
11486,4,8,512,0.177281288,0.126480881,3.360625035,11.3721657,171,179,450932,583025,2,,,,,
11487,8,2,1024,0.097383589,0.871656894,6.738643212,27.36357581,315,849,82890,155814,6,,,,,
11488,2,4,128,0.095342398,0.898380351,3.410426944,22.84713638,296,374,27795,359929,6,,,,,
11489,8,16,1024,0.145723943,0.746338915,11.11004238,19.99518959,108,1018,512147,965286,2,,,,,
11490,2,4,16,0.390482266,0.233730605,5.205954052,10.11614858,235,632,428854,824337,6,,,,,
11491,8,4,32,0.013634981,0.833655733,9.384947814,29.97592327,188,239,508532,211172,2,,,,,
11492,4,16,128,0.237800779,0.205835981,16.40167107,10.93733405,67,807,300832,597862,4,,,,,
11493,4,2,512,0.322857811,0.420603816,8.545286195,16.83005749,81,947,5641,883642,6,,,,,
11494,2,2,256,0.371767757,0.741406726,18.11436148,29.02329063,723,652,112878,284442,6,,,,,
11495,8,2,128,0.36864252,0.131340518,9.150844908,21.04346266,718,691,720832,444493,4,,,,,
11496,8,8,32,0.113899078,0.27180957,7.293899444,5.552340467,224,445,180786,947301,8,,,,,
11497,8,4,128,0.398368226,0.283685778,11.88849558,13.38036124,466,369,25377,128804,6,,,,,
11498,2,4,32,0.319624553,0.778702901,19.60579347,22.32889533,703,578,201358,455197,2,,,,,
11499,4,16,32,0.202829701,0.389059895,18.53326406,12.46012052,634,779,481046,747727,2,,,,,
11500,4,4,512,0.274482765,0.102830457,15.37459974,19.59081119,874,967,136909,822246,8,,,,,
11501,8,8,1024,0.293681165,0.141826453,12.90643649,3.887130202,130,499,651663,178369,6,,,,,
11502,8,4,32,0.161747634,0.196741098,17.15621844,4.677799338,45,1008,578890,606998,2,,,,,
11503,4,4,16,0.043772065,0.113236069,7.336932907,19.33229734,471,999,583675,491977,6,,,,,
11504,8,16,32,0.348524621,0.887350772,13.89959195,10.62289645,841,835,321048,261597,4,,,,,
11505,8,4,512,0.091210674,0.876261993,8.777819243,10.47607489,361,453,138689,438468,4,,,,,
11506,2,16,1024,0.175303579,0.138979196,18.97082439,25.67059639,665,818,335802,65378,2,,,,,
11507,2,16,64,0.236659317,0.815811077,13.10359756,4.66242262,662,1004,565350,458841,6,,,,,
11508,8,8,1024,0.173926658,0.758426621,17.19861254,3.764304696,680,122,172129,135434,4,,,,,
11509,2,4,16,0.123658491,0.34296697,3.994767749,14.73768268,560,782,168262,367759,8,,,,,
11510,4,2,1024,0.380154611,0.893908435,15.70237149,15.38258021,362,196,509556,41400,8,,,,,
11511,4,16,1024,0.082244878,0.437260116,9.80591833,26.99446419,371,234,172493,856553,4,,,,,
11512,8,4,64,0.071317283,0.844102369,13.68178865,11.46186287,573,435,671753,770905,8,,,,,
11513,4,2,64,0.201616197,0.253935378,14.46503165,20.41809708,382,580,710318,627574,8,,,,,
11514,2,2,32,0.021548573,0.655662713,6.716101709,28.32277293,511,234,642277,580431,6,,,,,
11515,4,8,32,0.032913328,0.286710076,15.23215684,10.68116426,700,1035,242981,670029,6,,,,,
11516,2,8,256,0.094503389,0.71838508,9.158275975,28.10568729,896,273,627876,751764,8,,,,,
11517,4,4,256,0.147609553,0.208854732,9.45569615,30.30019937,790,272,809573,429683,6,,,,,
11518,8,4,512,0.180608899,0.801684492,16.20730272,3.146241295,878,370,643773,781514,6,,,,,
11519,2,16,16,0.043931866,0.658181825,8.001111689,5.356818684,576,176,304622,639334,2,,,,,
11520,2,2,1024,0.020958272,0.205382223,2.818408274,30.09950176,582,680,755113,754382,2,,,,,
11521,8,2,64,0.10858047,0.874263313,13.44232003,18.22058794,780,590,426985,844393,8,,,,,
11522,8,2,1024,0.266358859,0.185002216,12.10392671,27.04067658,207,608,105743,800698,2,,,,,
11523,8,2,256,0.09878257,0.888256344,16.8440304,16.73118939,686,227,714544,399158,6,,,,,
11524,4,8,512,0.269358657,0.100844763,11.11571481,16.70557867,752,204,591590,908319,4,,,,,
11525,4,4,128,0.083682539,0.402769845,2.864982578,4.792788654,845,898,345340,227287,6,,,,,
11526,2,4,16,0.249826509,0.060171276,15.59099611,26.15826334,895,631,536244,916911,6,,,,,
11527,2,4,256,0.107711315,0.404838737,4.275153378,2.938934621,53,547,640607,645626,2,,,,,
11528,4,8,16,0.295562258,0.325847541,21.3418389,26.37458569,277,427,31044,290485,8,,,,,
11529,8,8,16,0.240594389,0.408524364,3.100523162,13.59893632,713,1040,726592,129988,2,,,,,
11530,4,16,256,0.380391577,0.446010007,15.24689376,16.93911182,311,972,674156,415259,6,,,,,
11531,4,2,256,0.385618077,0.716137287,2.916916049,18.07195173,123,251,563997,340984,8,,,,,
11532,2,4,32,0.019553308,0.363339891,9.226884771,3.784913116,78,811,647827,971624,8,,,,,
11533,4,16,256,0.077840183,0.873493146,20.7382623,7.259488795,285,546,141968,958007,4,,,,,
11534,8,2,256,0.025386514,0.084265436,11.44728572,16.0434689,231,466,194391,213143,4,,,,,
11535,2,8,512,0.215299255,0.172528994,14.65191404,19.13832809,691,417,322604,259763,2,,,,,
11536,4,16,64,0.13128194,0.295426073,11.47134318,29.70849502,558,233,645772,371472,6,,,,,
11537,8,4,128,0.232444979,0.136171185,14.68083044,25.41759026,736,74,815077,983083,4,,,,,
11538,4,2,1024,0.179409262,0.85920792,19.73663109,11.46507582,160,590,795865,209351,2,,,,,
11539,4,2,512,0.094421736,0.25069785,3.024421008,14.45114451,533,1038,165737,974768,8,,,,,
11540,4,2,64,0.325967363,0.134707514,8.111696051,9.570211942,307,551,622515,212295,8,,,,,
11541,4,2,256,0.019914009,0.631788024,16.42428122,25.00473046,423,313,371944,742129,6,,,,,
11542,4,16,1024,0.393077422,0.255794162,18.68673602,19.61806732,685,740,275756,991545,4,,,,,
11543,8,4,1024,0.118687012,0.124557855,19.80304351,7.422717396,268,61,477783,250917,4,,,,,
11544,4,2,64,0.075788712,0.489774321,12.35955342,24.85302752,553,886,408570,950976,2,,,,,
11545,8,8,16,0.263523539,0.197349033,12.71614496,15.70026772,261,320,154388,313638,6,,,,,
11546,4,2,32,0.077128976,0.27222497,15.72996377,24.12118616,644,594,95031,642157,8,,,,,
11547,8,16,256,0.294223418,0.224477803,10.96840928,30.36939081,443,267,800416,662621,2,,,,,
11548,2,4,512,0.317196341,0.582276792,7.041187184,13.72863861,80,808,742216,484616,8,,,,,
11549,2,16,256,0.241857799,0.644419508,20.85662184,19.80502653,198,178,413409,609471,2,,,,,
11550,8,8,16,0.218471383,0.08792098,13.60082192,16.92364707,898,75,739134,426849,8,,,,,
11551,4,16,512,0.012400487,0.73079983,13.34462636,28.60116625,363,384,703350,273093,4,,,,,
11552,8,2,1024,0.387058741,0.7527745,17.33475108,30.04463831,510,580,476647,218536,8,,,,,
11553,8,16,64,0.116546,0.881273958,8.486430492,11.99494176,831,903,483808,464089,2,,,,,
11554,2,4,256,0.28282769,0.77949025,9.153104595,11.51354632,226,210,24145,631430,8,,,,,
11555,2,4,128,0.12533685,0.228678732,4.637453076,29.1525326,667,662,341129,713900,6,,,,,
11556,8,16,1024,0.128785647,0.868054632,18.75762969,29.89573986,253,1021,541096,44481,8,,,,,
11557,8,4,64,0.077117673,0.107293505,16.73876174,12.14658911,276,40,103704,577823,2,,,,,
11558,8,2,32,0.191729457,0.389773279,6.780848849,25.3303875,490,877,89863,936260,8,,,,,
11559,4,8,128,0.36771821,0.732596642,5.217819105,9.273552534,51,239,76650,60071,8,,,,,
11560,4,16,256,0.365870779,0.288343566,1.069334035,13.89951835,269,648,140852,938830,6,,,,,
11561,8,4,1024,0.02190065,0.661645632,20.47406546,20.13318476,188,517,633890,371297,6,,,,,
11562,8,4,1024,0.130704732,0.883532802,16.31967827,30.42094468,64,961,551336,981317,6,,,,,
11563,4,8,128,0.392572887,0.436425676,11.19073309,17.8053335,621,996,69370,949642,2,,,,,
11564,8,2,128,0.389488623,0.102207252,20.26686601,19.67914637,685,617,322270,326690,4,,,,,
11565,2,4,512,0.19945475,0.043386519,3.18273711,8.132859636,241,305,420816,371531,6,,,,,
11566,2,16,512,0.111920933,0.765136596,12.79829214,26.0604855,722,641,254236,93706,2,,,,,
11567,4,16,128,0.242372791,0.80211053,7.540484179,26.78527439,94,171,244247,926804,2,,,,,
11568,8,4,64,0.035249928,0.878194785,16.11072658,18.25125222,95,824,717512,687497,6,,,,,
11569,4,4,1024,0.147748574,0.63779001,6.102997355,17.12451547,808,435,787823,589815,8,,,,,
11570,2,4,16,0.393990568,0.639712415,19.14696977,27.56350525,432,1046,638367,667167,8,,,,,
11571,4,16,64,0.027454475,0.842203009,16.5674673,10.24221002,538,291,108959,849800,8,,,,,
11572,8,8,64,0.056927055,0.598492534,3.485863921,26.25452856,163,38,2274,962573,6,,,,,
11573,2,8,256,0.232261925,0.514179026,6.117449122,21.12299415,662,865,158808,113993,2,,,,,
11574,2,16,64,0.390838791,0.206647735,3.022383995,17.4678197,491,719,610673,714370,4,,,,,
11575,8,16,128,0.305177092,0.063630646,19.60311716,9.881815268,858,146,187482,785011,6,,,,,
11576,8,4,64,0.200512502,0.812225852,18.94048569,30.12152064,137,571,481976,798260,6,,,,,
11577,4,8,16,0.297223596,0.082054296,18.15825637,24.49993197,590,630,321478,463551,4,,,,,
11578,4,8,128,0.026601776,0.589975057,3.433411218,13.17402427,102,780,117227,825908,8,,,,,
11579,4,2,32,0.019791047,0.144544279,1.25695844,3.836778846,378,551,692647,772309,8,,,,,
11580,4,16,128,0.333269205,0.468744282,17.94529644,5.437398526,477,358,680298,352678,2,,,,,
11581,2,4,256,0.072903931,0.683329917,5.033456224,16.61987908,281,866,542085,830039,8,,,,,
11582,2,16,32,0.363385338,0.848525969,18.2722949,22.06756327,115,219,820070,63701,6,,,,,
11583,2,16,1024,0.095900825,0.158602855,5.955445526,8.463544703,313,453,317959,90664,6,,,,,
11584,8,4,64,0.335426187,0.668460012,3.937379373,21.53320207,193,950,203315,228555,6,,,,,
11585,4,16,256,0.276170081,0.323397525,4.85507316,29.11389647,113,187,590280,608634,4,,,,,
11586,4,16,128,0.365703561,0.035032111,14.79260777,24.54001781,110,868,575628,270520,8,,,,,
11587,4,8,256,0.165620464,0.495715764,2.043570792,3.099279173,654,953,799552,597146,2,,,,,
11588,2,2,1024,0.014685455,0.348786184,17.43077418,23.45108857,685,845,768870,165042,6,,,,,
11589,2,2,512,0.177874095,0.562250055,14.09133661,5.159856543,68,460,454712,499939,4,,,,,
11590,2,2,64,0.305656239,0.860486771,18.12251274,14.90017409,591,345,338968,835670,6,,,,,
11591,2,2,512,0.308122964,0.4169478,15.72976148,13.56679381,383,898,316072,546247,6,,,,,
11592,2,4,1024,0.057677944,0.75574752,3.106033868,1.174959004,479,134,194231,281251,8,,,,,
11593,8,4,128,0.337127333,0.870975634,21.07490692,19.66925792,514,74,816609,558445,6,,,,,
11594,2,2,32,0.040373338,0.719000189,9.484345783,2.410442549,97,428,63590,87789,4,,,,,
11595,2,4,64,0.380619167,0.89608558,14.81606209,5.803985903,154,570,728619,976303,6,,,,,
11596,4,8,128,0.101987841,0.560538967,16.27983108,7.06399989,614,782,595925,26761,8,,,,,
11597,8,4,32,0.137945839,0.497212303,6.051340856,7.153926046,806,699,158448,453790,2,,,,,
11598,8,16,512,0.096764681,0.672029418,11.96123177,21.97605807,887,260,345749,39794,2,,,,,
11599,4,4,16,0.059746928,0.839784028,16.11743357,14.15281556,726,984,432714,536951,4,,,,,
11600,4,16,256,0.0409773,0.24555237,3.854021854,2.946820816,31,631,534886,315243,2,,,,,
11601,8,2,256,0.073384146,0.094336982,12.3517039,8.685395011,365,63,295022,208483,8,,,,,
11602,2,8,16,0.078796273,0.148966296,19.84474734,7.996199384,110,464,527025,749898,8,,,,,
11603,8,8,16,0.363263658,0.485638178,16.16731452,12.19485349,72,715,759865,770495,8,,,,,
11604,4,16,32,0.105493262,0.076569376,2.397098148,9.00398323,806,594,261028,117546,2,,,,,
11605,8,16,1024,0.25304358,0.734777204,13.22134216,27.73897245,164,309,244936,122006,4,,,,,
11606,4,16,256,0.038559927,0.535158182,10.51860527,22.29090281,78,1023,649836,118796,4,,,,,
11607,4,16,32,0.281756814,0.804033096,9.069624035,10.57763915,717,264,737408,217003,4,,,,,
11608,8,8,1024,0.339504843,0.404486175,15.88606137,8.792704657,249,784,305406,804185,6,,,,,
11609,2,4,512,0.224965644,0.191014884,5.780338283,24.33249571,357,476,659756,542110,8,,,,,
11610,4,16,32,0.312207561,0.768517933,14.15640531,27.96440111,127,693,819211,459414,6,,,,,
11611,2,4,512,0.32648582,0.564815982,11.72052944,15.29042997,153,745,241781,622997,8,,,,,
11612,4,4,64,0.32807458,0.146012075,16.48798551,4.696101759,257,514,787017,973084,4,,,,,
11613,2,16,256,0.3738425,0.320981213,9.708725538,24.96573874,831,164,329672,550422,6,,,,,
11614,2,4,128,0.151679037,0.137016664,8.810764738,29.24012385,386,773,650900,350226,6,,,,,
11615,2,8,128,0.108993569,0.38921089,16.06105619,13.80668362,678,203,10587,503777,6,,,,,
11616,2,2,256,0.100241359,0.482731966,17.2418113,19.16573788,379,811,577452,183918,8,,,,,
11617,8,2,32,0.227406096,0.242309153,18.63880375,15.20460778,912,131,761229,442067,2,,,,,
11618,8,16,32,0.086778894,0.460952877,12.74794428,5.290382341,669,853,138206,740067,6,,,,,
11619,4,16,256,0.394398069,0.185960959,8.42055553,2.820486793,793,476,640054,915460,8,,,,,
11620,4,2,1024,0.043925252,0.697735776,4.050748498,25.07550271,704,166,43650,702771,4,,,,,
11621,2,2,512,0.257346944,0.7252607,16.0164061,20.21836484,705,1002,375568,770584,2,,,,,
11622,8,2,1024,0.388379006,0.637609861,7.331220505,20.59441529,550,136,425075,130585,4,,,,,
11623,4,2,256,0.266565166,0.857788094,7.132786548,8.743740928,898,139,586169,344482,8,,,,,
11624,8,16,64,0.236007461,0.747563422,8.588671763,13.34665649,126,260,210873,841418,4,,,,,
11625,4,16,64,0.176527529,0.223311602,10.25259064,23.69592816,153,661,314715,520711,6,,,,,
11626,2,8,32,0.241209518,0.848458595,20.96325968,27.505518,732,862,751404,510794,2,,,,,
11627,4,2,128,0.383863636,0.784686909,1.714222691,24.63966025,206,604,767924,895277,8,,,,,
11628,2,16,512,0.05890218,0.109906424,6.756648378,17.59435943,473,192,299941,930269,2,,,,,
11629,2,8,256,0.134412283,0.169953462,1.52404614,22.16331077,637,789,158366,542372,6,,,,,
11630,4,4,128,0.223315427,0.619580934,14.26767442,1.069179959,187,173,300694,314168,6,,,,,
11631,4,2,32,0.11642911,0.4880938,9.084411221,25.37562648,592,485,633792,646771,2,,,,,
11632,4,8,1024,0.276393649,0.262599472,19.05371162,9.74959543,36,403,453083,694686,2,,,,,
11633,2,4,16,0.161401488,0.863016139,17.53094961,30.21594836,191,249,25555,94505,8,,,,,
11634,4,4,16,0.260174576,0.436220996,11.14360736,13.94284429,535,371,6148,723140,2,,,,,
11635,2,4,64,0.236286547,0.716017952,7.288221387,27.9377085,488,1046,686194,140256,6,,,,,
11636,4,2,1024,0.192769519,0.189820345,7.889078032,12.02269152,724,57,624595,895697,4,,,,,
11637,8,2,32,0.362099303,0.637645718,8.704092045,26.5991321,873,299,583363,576883,6,,,,,
11638,2,2,32,0.293258974,0.330570771,10.87209495,25.66341118,53,427,193730,834538,4,,,,,
11639,4,8,64,0.264763165,0.778689301,9.479490177,12.28091956,697,420,433809,110031,4,,,,,
11640,4,8,64,0.209540624,0.638189343,9.259267391,9.930547191,128,858,621568,997536,2,,,,,
11641,4,4,256,0.178160704,0.118691615,10.14623264,19.61068238,394,606,679844,373445,6,,,,,
11642,2,16,1024,0.15357359,0.167388686,4.120119262,3.929179343,482,46,154193,318429,2,,,,,
11643,4,2,1024,0.340557489,0.494384494,7.955535921,13.04055316,789,497,480940,707972,4,,,,,
11644,8,16,512,0.393485139,0.641063324,3.268755544,25.11353759,207,504,642403,90603,6,,,,,
11645,4,2,16,0.029807405,0.279015517,12.5397245,27.58326602,748,162,304478,467007,8,,,,,
11646,4,4,64,0.13496231,0.562813465,2.462135686,28.62741414,494,969,618170,331301,2,,,,,
11647,8,16,512,0.170692909,0.755854533,14.20409875,2.852092082,769,894,230416,255533,8,,,,,
11648,2,4,256,0.092972578,0.173681026,17.38532652,3.882787347,722,729,515964,342097,6,,,,,
11649,2,4,64,0.386250648,0.156255609,5.895357318,26.15238721,179,232,633467,960760,4,,,,,
11650,4,4,64,0.33720097,0.087423964,11.04358876,6.566287296,560,709,394824,753830,2,,,,,
11651,2,4,1024,0.249953548,0.05468453,9.78889984,28.83805973,299,885,273549,156599,2,,,,,
11652,8,8,256,0.052046363,0.785181663,16.21973247,25.55234146,764,622,398403,551755,4,,,,,
11653,8,2,128,0.262614004,0.885829483,3.901530814,20.75629883,40,633,379783,680125,4,,,,,
11654,4,2,32,0.352529399,0.183784994,10.15403366,21.34726589,424,39,545497,813948,4,,,,,
11655,4,8,256,0.170131493,0.090624873,4.404045146,22.49141258,702,343,742013,758152,6,,,,,
11656,2,16,64,0.206240099,0.147074264,6.143457385,26.90726087,792,705,816737,76083,8,,,,,
11657,4,16,64,0.168853891,0.06204269,9.964473289,27.23051751,709,242,251249,120300,4,,,,,
11658,8,2,256,0.026903743,0.242601642,13.47345035,10.50830455,394,535,31789,692720,8,,,,,
11659,4,16,256,0.054841145,0.56341075,18.04542173,4.126191786,55,817,728031,332734,4,,,,,
11660,8,2,32,0.19212422,0.076414873,7.980127081,25.687629,847,678,442984,696320,4,,,,,
11661,8,2,32,0.185538815,0.539105058,2.876352991,20.43537956,810,322,618391,578820,2,,,,,
11662,4,8,16,0.363785031,0.167708028,7.418080268,16.66441654,140,814,366324,237845,6,,,,,
11663,4,2,128,0.182464873,0.740217103,18.20224886,7.668803125,732,438,499962,189616,6,,,,,
11664,4,2,1024,0.316835766,0.753380557,20.08358049,4.978335007,484,94,804070,893447,4,,,,,
11665,8,4,1024,0.225395218,0.402987619,5.009105388,9.634054948,346,870,438692,592592,2,,,,,
11666,8,4,256,0.033330626,0.888513133,17.55620213,9.780006104,464,1042,824795,429012,6,,,,,
11667,8,8,32,0.174609466,0.739185764,13.80461823,6.989306305,742,587,216838,772533,2,,,,,
11668,8,8,64,0.214889868,0.07476865,15.73899366,23.29895609,181,200,622428,584024,6,,,,,
11669,4,8,16,0.172580063,0.307997425,10.17605964,27.40347461,600,58,551569,638688,2,,,,,
11670,8,16,1024,0.223593637,0.444058974,7.543351646,6.838069378,420,394,388028,511529,4,,,,,
11671,4,8,512,0.057049793,0.721619534,11.85752829,16.64104659,253,988,312416,848010,4,,,,,
11672,4,16,1024,0.076690215,0.166550313,6.254327528,24.87275363,413,144,483180,732546,4,,,,,
11673,4,16,128,0.165717558,0.519474696,19.20021443,7.941815251,122,724,340946,78435,8,,,,,
11674,8,2,64,0.207670657,0.444264442,17.35975479,15.85243335,294,1032,15811,823079,4,,,,,
11675,8,4,512,0.187640427,0.884648595,11.92567128,7.195827608,906,347,319879,86106,4,,,,,
11676,4,16,16,0.240841576,0.080784412,4.599188802,11.90408747,716,362,127227,331047,4,,,,,
11677,2,2,512,0.026162477,0.288543227,7.654435908,25.77549289,428,604,641886,162465,8,,,,,
11678,4,4,1024,0.372304042,0.337471381,15.86802831,7.761376622,296,958,329955,864281,6,,,,,
11679,4,2,1024,0.119441087,0.061162067,6.846736141,25.83293778,625,555,483696,384011,2,,,,,
11680,4,8,64,0.341554414,0.478585652,10.19155891,7.232421972,280,797,711823,934969,8,,,,,
11681,4,4,1024,0.317763135,0.482685897,9.262276477,25.93162302,530,630,537556,252259,4,,,,,
11682,4,8,512,0.172344674,0.756540328,17.10565135,22.33648172,280,416,472950,576294,6,,,,,
11683,8,2,256,0.32727225,0.878195289,17.2319517,25.70990669,828,202,323135,551472,2,,,,,
11684,4,2,64,0.140041615,0.292121082,16.62734092,12.88145907,745,68,24853,609193,4,,,,,
11685,2,4,1024,0.351580799,0.176688009,14.9779796,18.39143794,878,279,635899,370628,8,,,,,
11686,4,2,64,0.032423437,0.594755188,10.9116838,1.138682866,88,53,101789,113077,4,,,,,
11687,4,2,128,0.077412455,0.678766896,3.277576098,21.96728639,207,781,688903,897696,4,,,,,
11688,2,2,256,0.227530784,0.463089251,12.25780795,26.00095515,529,329,212778,952075,6,,,,,
11689,8,4,256,0.130454011,0.065150816,10.61555071,14.53754371,261,980,199756,425917,4,,,,,
11690,4,2,512,0.089723066,0.635927605,20.02906199,18.35263353,495,958,773138,723777,6,,,,,
11691,4,16,128,0.325049809,0.275110304,9.358901354,11.18998387,597,60,159253,896987,8,,,,,
11692,2,2,64,0.17126473,0.774535899,10.75578897,8.0314171,314,586,683669,883197,6,,,,,
11693,4,2,256,0.166776799,0.033936597,19.72428397,12.06432075,420,697,635484,443451,8,,,,,
11694,4,16,32,0.095252426,0.475354816,14.74236063,22.13856217,212,419,495434,205113,6,,,,,
11695,8,8,16,0.119182539,0.221633605,6.418574985,22.39450014,507,658,631307,37913,8,,,,,
11696,8,4,1024,0.334582458,0.898810702,1.741898435,9.980366196,421,102,663752,408460,2,,,,,
11697,8,2,1024,0.062230954,0.785499865,7.20689468,7.823877498,787,699,711428,933991,6,,,,,
11698,2,16,128,0.187278504,0.762514262,5.792185646,9.841468165,337,50,140500,975661,4,,,,,
11699,8,4,32,0.182853879,0.335438291,11.63228267,26.23031754,693,486,664911,946297,6,,,,,
11700,8,2,1024,0.308190294,0.041091448,5.483592883,1.54402002,508,200,362975,858329,8,,,,,
11701,8,2,32,0.022713236,0.268017543,9.681310327,25.8894818,843,93,573072,333859,8,,,,,
11702,2,4,16,0.203276839,0.103239888,1.522315476,15.52861214,438,158,322847,216080,8,,,,,
11703,8,4,256,0.063403925,0.16984498,18.75021129,29.4474682,460,208,665550,299824,2,,,,,
11704,2,8,128,0.181987411,0.217118981,13.48204355,1.534262063,864,538,626331,260739,6,,,,,
